,CIK,FILING_DATE,ACC_NUM
3571,1012019,20031114,0001104659-03-026316
3572,1012100,20030509,0001047469-03-017712
3573,1012100,20030808,0001104659-03-017207
3574,1012100,20031112,0001047469-03-036993
3575,1013237,20030114,0001013237-03-000017
3576,1013237,20030414,0001013237-03-000028
3577,1013237,20030715,0001013237-03-000039
3578,1013272,20030514,0000946275-03-000365
3579,1013272,20030813,0000946275-03-000546
3580,1013272,20031113,0000946275-03-000804
3581,1013462,20030513,0000950132-03-000107
3582,1013462,20030813,0001193125-03-035454
3583,1013462,20031112,0001193125-03-077882
3584,1013488,20030505,0001104659-03-008095
3585,1013488,20031105,0001193125-03-073289
3586,1013706,20030424,0001169232-03-003169
3587,1013706,20030813,0001169232-03-005112
3588,1013706,20031112,0001169232-03-006514
3589,1013857,20030429,0000927016-03-002137
3590,1013857,20030728,0001193125-03-024853
3591,1013871,20030520,0000950134-03-008430
3592,1013871,20031113,0000950134-03-015217
3593,1013880,20030513,0001047469-03-018194
3594,1013880,20030814,0001047469-03-027709
3595,1013934,20030512,0000950136-03-001157
3596,1013934,20031103,0000950136-03-002676
3597,1014052,20031216,0001015402-03-004976
3598,1014111,20030509,0000950134-03-007469
3599,1014111,20030808,0000950134-03-011158
3600,1014111,20031106,0000950134-03-014540
3601,1014473,20030514,0001012870-03-002564
3602,1014473,20030814,0001193125-03-037516
3603,1014473,20031114,0001193125-03-081854
3604,1014739,20030515,0001014739-03-000020
3605,1014739,20030813,0001014739-03-000055
3606,1014739,20031113,0001014739-03-000060
3607,1015155,20030509,0001021408-03-007341
3608,1015155,20030811,0001193125-03-032919
3609,1015155,20031112,0001193125-03-078211
3610,1015328,20030514,0000948572-03-000027
3611,1015328,20030814,0000948572-03-000059
3612,1015328,20031114,0000950137-03-005989
3613,1015739,20030513,0001188112-03-000300
3614,1015739,20031112,0001188112-03-000821
3615,1016178,20030214,0001169232-03-001386
3616,1016178,20030814,0001169232-03-005309
3617,1016178,20031114,0000882377-03-001836
3618,1016281,20030514,0001104659-03-009758
3619,1016281,20030813,0001104659-03-018160
3620,1016281,20031113,0001104659-03-026187
3621,1017110,20030529,0001225279-03-000042
3622,1017303,20030509,0000950123-03-005634
3623,1017303,20030811,0000950123-03-009219
3624,1017303,20031110,0000950123-03-012374
3625,1017480,20030617,0001017480-03-000053
3626,1017480,20030915,0001017480-03-000073
3627,1017480,20031216,0001017480-03-000095
3628,1017491,20030514,0000950136-03-001220
3629,1017491,20030812,0000950136-03-001979
3630,1017491,20031112,0000950136-03-002759
3631,1018164,20030514,0001104659-03-009580
3632,1018164,20031112,0001104659-03-025627
3633,1018399,20030514,0001010521-03-000140
3634,1018399,20030814,0001104659-03-018651
3635,1018399,20031113,0001104659-03-026106
3636,1018724,20030425,0000891020-03-001333
3637,1018724,20030724,0000891020-03-001925
3638,1018724,20031024,0000891020-03-002504
3639,1018840,20030612,0000950152-03-006095
3640,1018840,20030912,0000950152-03-008226
3641,1018840,20031212,0000950152-03-010279
3642,1018963,20030430,0000950152-03-004808
3643,1018963,20030808,0000950152-03-007462
3644,1019671,20030616,0001193125-03-010138
3645,1019671,20030915,0001193125-03-049536
3646,1019671,20031215,0001193125-03-094273
3647,1019849,20030515,0000950124-03-001801
3648,1019849,20030813,0000950124-03-002728
3649,1019849,20031113,0000950124-03-003659
3650,1020214,20030515,0001104659-03-009939
3651,1020214,20030813,0001104659-03-018085
3652,1020214,20031114,0001104659-03-026678
3653,1020569,20030515,0000912057-03-000201
3654,1020569,20030814,0001047469-03-027639
3655,1020569,20031114,0001047469-03-037556
3656,1020710,20030502,0000950129-03-002429
3657,1020710,20030812,0000950129-03-004082
3658,1020710,20031114,0001020710-03-000007
3659,1020859,20030317,0001171520-03-000062
3660,1020859,20030616,0001171520-03-000166
3661,1020859,20031212,0001171520-03-000388
3662,1021162,20030207,0001047469-03-004335
3663,1021162,20030801,0001104659-03-016389
3664,1021162,20031113,0001104659-03-026054
3665,1021270,20030509,0000950134-03-007395
3666,1021270,20030812,0000950134-03-011338
3667,1021270,20031110,0000950134-03-014700
3668,1021435,20030515,0001021435-03-000007
3669,1021435,20030814,0001021435-03-000023
3670,1021435,20031114,0001021435-03-000028
3671,1021561,20030515,0001021561-03-000016
3672,1021561,20031113,0001021561-03-000024
3673,1021635,20030515,0001021635-03-000019
3674,1021635,20030813,0001021635-03-000063
3675,1021635,20031113,0001021635-03-000117
3676,1021860,20030515,0000950129-03-002792
3677,1021860,20030814,0000950129-03-004228
3678,1021860,20031114,0000950129-03-005679
3679,1022079,20030430,0000950117-03-001797
3680,1022079,20030731,0000950117-03-003382
3681,1022079,20031031,0000950117-03-004623
3682,1022321,20030512,0001022321-03-000017
3683,1022321,20030812,0001022321-03-000027
3684,1022321,20031112,0001022321-03-000041
3685,1022408,20030214,0001022408-03-000002
3686,1022408,20030814,0001022408-03-000020
3687,1022408,20031114,0001022408-03-000043
3688,1022652,20030515,0000936392-03-000740
3689,1022652,20030814,0000936392-03-001170
3690,1022652,20031114,0001193125-03-082122
3691,1022671,20030509,0000950123-03-005626
3692,1022671,20030808,0001125282-03-004674
3693,1022671,20031110,0001125282-03-005988
3694,1023128,20030515,0000891020-03-001591
3695,1023128,20030814,0000891020-03-002167
3696,1023128,20031113,0000891020-03-002714
3697,1023198,20030214,0001112451-03-000003
3698,1023198,20030515,0001112451-03-000006
3699,1023313,20030512,0000950135-03-002975
3700,1023313,20030814,0000950135-03-004414
3701,1023313,20031114,0000950135-03-005679
3702,1023364,20030515,0001017062-03-001270
3703,1023364,20031113,0001193125-03-078922
3704,1023731,20030130,0001023731-03-000001
3705,1023731,20030725,0001023731-03-000008
3706,1023731,20031030,0001023731-03-000025
3707,1024478,20030206,0000950123-03-000969
3708,1024478,20030805,0000950123-03-008965
3709,1024795,20030513,0000950144-03-006547
3710,1024795,20030812,0000950144-03-009728
3711,1024795,20031112,0000950144-03-012666
3712,1025378,20030514,0000950123-03-005876
3713,1025378,20030813,0000950123-03-009395
3714,1025378,20031112,0000950123-03-012526
3715,1025835,20030514,0000950131-03-002886
3716,1025835,20030814,0001193125-03-037597
3717,1025835,20031113,0001193125-03-080329
3718,1025953,20030505,0000950131-03-002598
3719,1025953,20030806,0001193125-03-029983
3720,1025996,20030514,0000898430-03-002909
3721,1026655,20030514,0000950152-03-005486
3722,1026655,20030814,0000950152-03-007708
3723,1026655,20031113,0000950152-03-009689
3724,1028918,20030513,0001104659-03-009207
3725,1028918,20030814,0001104659-03-018244
3726,1028918,20031112,0001104659-03-025406
3727,1029199,20030515,0000928385-03-001620
3728,1029199,20030814,0001193125-03-037801
3729,1029199,20031114,0001193125-03-081912
3730,1029730,20030515,0000950144-03-006852
3731,1029730,20030814,0000950144-03-010067
3732,1029730,20031114,0000950144-03-012988
3733,1029744,20030214,0000950131-03-000718
3734,1029744,20030814,0001193125-03-037931
3735,1029800,20030314,0001029800-03-000009
3736,1029800,20030612,0001029800-03-000014
3737,1029800,20030911,0001029800-03-000018
3738,1030469,20030212,0001104659-03-001771
3739,1030469,20030514,0001104659-03-009766
3740,1030469,20031113,0001104659-03-026271
3741,1030471,20030512,0001104659-03-009145
3742,1030471,20031112,0001104659-03-025871
3743,1031029,20030513,0001104659-03-009429
3744,1031029,20030814,0001047469-03-027700
3745,1031029,20031114,0001047469-03-037313
3746,1031203,20030507,0000950129-03-002514
3747,1031203,20031031,0000950129-03-005279
3748,1031316,20030515,0001171520-03-000120
3749,1031316,20030814,0001171520-03-000237
3750,1031316,20031114,0001171520-03-000348
3751,1031623,20030514,0001193125-03-005175
3752,1032033,20030513,0001047469-03-018165
3753,1032033,20030813,0001047469-03-027470
3754,1032033,20031113,0001047469-03-037093
3755,1032208,20030506,0000086521-03-000016
3756,1032208,20030807,0000086521-03-000022
3757,1032208,20031106,0000086521-03-000033
3758,1032220,20030213,0001104659-03-002094
3759,1032220,20030515,0001104659-03-010232
3760,1032220,20030813,0001104659-03-017870
3761,1033012,20030509,0000950124-03-001608
3762,1033012,20030812,0000950124-03-002658
3763,1033012,20031112,0000950124-03-003596
3764,1034054,20030515,0000916641-03-001588
3765,1034054,20030814,0001193125-03-037852
3766,1034054,20031114,0001193125-03-081994
3767,1034670,20030514,0001034670-03-000014
3768,1034670,20031030,0001034670-03-000035
3769,1034760,20030514,0000897069-03-000571
3770,1034760,20030814,0000897069-03-000899
3771,1034760,20031114,0000897069-03-001437
3772,1034842,20030515,0001104659-03-010167
3773,1034842,20030814,0001104659-03-018563
3774,1034842,20031114,0001104659-03-026474
3775,1035002,20030515,0001110805-03-000015
3776,1035002,20030814,0001035002-03-000025
3777,1035002,20031114,0001035002-03-000031
3778,1035092,20030515,0001014100-03-000166
3779,1035092,20030814,0001014100-03-000211
3780,1035092,20031114,0001014100-03-000284
3781,1035201,20030515,0000950005-03-000600
3782,1035201,20030814,0000950005-03-000815
3783,1035201,20031114,0000950005-03-001149
3784,1035267,20030515,0001035267-03-000002
3785,1035267,20030814,0001035267-03-000003
3786,1035267,20031114,0001035267-03-000004
3787,1035443,20030515,0001035443-03-000009
3788,1035443,20030814,0001035443-03-000015
3789,1035443,20031114,0001035443-03-000022
3790,1035976,20030509,0001035976-03-000011
3791,1035976,20031107,0001035976-03-000025
3792,1035983,20030506,0000950129-03-002483
3793,1035983,20030805,0000950129-03-003918
3794,1035983,20031112,0000950129-03-005583
3795,1036044,20030501,0000891618-03-002230
3796,1036044,20030814,0000891618-03-004431
3797,1036044,20031114,0000891618-03-005932
3798,1036262,20030515,0001036262-03-000015
3799,1036262,20030814,0001036262-03-000020
3800,1036262,20031114,0001036262-03-000024
3801,1037038,20030211,0000950123-03-001210
3802,1037038,20030812,0000950123-03-009297
3803,1037038,20031112,0000950123-03-012548
3804,1037390,20030414,0001037390-03-000014
3805,1037390,20030714,0001037390-03-000027
3806,1037390,20031017,0001104659-03-023025
3807,1037540,20030514,0001047469-03-018408
3808,1037540,20030814,0001047469-03-027787
3809,1037540,20031113,0001047469-03-037169
3810,1037646,20030514,0000895345-03-000322
3811,1037646,20031113,0000895345-03-000768
3812,1037676,20030515,0000950134-03-008013
3813,1037676,20030814,0000950152-03-007666
3814,1037676,20031113,0000950134-03-015063
3815,1037868,20030509,0000893220-03-000864
3816,1037868,20030808,0000893220-03-001373
3817,1037868,20031107,0000893220-03-001826
3818,1037976,20030508,0000892626-03-000192
3819,1037976,20031106,0000892626-03-000373
3820,1038074,20030421,0001104659-03-006895
3821,1038074,20030721,0001104659-03-015264
3822,1038074,20031020,0001104659-03-023190
3823,1038133,20030515,0001021408-03-007953
3824,1038133,20030814,0001038133-03-000018
3825,1038133,20031114,0001038133-03-000025
3826,1038357,20030430,0001038357-03-000018
3827,1038357,20030731,0001038357-03-000030
3828,1038357,20031031,0001038357-03-000037
3829,1039065,20030214,0000898430-03-001507
3830,1039065,20030515,0000950168-03-001807
3831,1039065,20031114,0001193125-03-081788
3832,1039399,20030812,0000891618-03-004293
3833,1039399,20031112,0000891618-03-005804
3834,1039684,20030505,0001193125-03-003340
3835,1039684,20030804,0001193125-03-028330
3836,1039684,20031105,0001193125-03-073448
3837,1039828,20030501,0001047469-03-016268
3838,1039828,20030814,0001047469-03-027762
3839,1040130,20030811,0000943440-03-000447
3840,1040130,20031110,0000943440-03-000575
3841,1040161,20030515,0001104659-03-010211
3842,1040161,20030814,0001104659-03-018735
3843,1040161,20031112,0001104659-03-025642
3844,1040470,20030113,0001040470-03-000002
3845,1040470,20031014,0001040470-03-000023
3846,1040829,20030515,0000950144-03-006957
3847,1040829,20030814,0000950144-03-010034
3848,1040829,20031114,0000950144-03-012999
3849,1040896,20030514,0001144204-03-002393
3850,1040896,20030814,0001144204-03-004718
3851,1040971,20030507,0001104659-03-008307
3852,1040971,20030812,0001104659-03-017661
3853,1040971,20031112,0001104659-03-025700
3854,1041061,20030501,0001041061-03-000005
3855,1041368,20030203,0000939057-03-000019
3856,1041368,20030807,0000939057-03-000214
3857,1041368,20031107,0000939057-03-000332
3858,1041657,20030514,0000928385-03-001583
3859,1041657,20030814,0001193125-03-036438
3860,1041657,20031113,0001193125-03-080358
3861,1041803,20030114,0000898430-03-000100
3862,1041803,20030414,0001032210-03-000602
3863,1041803,20030715,0001193125-03-019710
3864,1041859,20030613,0001144204-03-003116
3865,1041859,20030912,0001047469-03-030552
3866,1042046,20030515,0001042046-03-000119
3867,1042046,20030813,0001042046-03-000146
3868,1042046,20031112,0001042046-03-000196
3869,1042187,20030527,0001169232-03-004007
3870,1042187,20031119,0001169232-03-006766
3871,1042729,20030514,0000950124-03-001741
3872,1042729,20031114,0000950124-03-003675
3873,1042776,20030513,0000931763-03-001544
3874,1042776,20030813,0001193125-03-035504
3875,1042776,20031112,0001193125-03-077687
3876,1042893,20030514,0001193125-03-005181
3877,1042893,20030814,0001193125-03-037329
3878,1042893,20031113,0001193125-03-080350
3879,1043000,20030514,0000899078-03-000293
3880,1043000,20030812,0000899078-03-000434
3881,1043000,20031113,0000899078-03-000602
3882,1043156,20030703,0001047469-03-023417
3883,1043219,20030513,0001157523-03-001872
3884,1043219,20030813,0001157523-03-004222
3885,1043219,20031113,0001157523-03-006637
3886,1043277,20030509,0001045969-03-001473
3887,1043277,20030812,0001193125-03-034496
3888,1043277,20031113,0001193125-03-079779
3889,1043337,20030513,0001021408-03-007614
3890,1043337,20030814,0001193125-03-036862
3891,1043337,20031114,0001193125-03-081084
3892,1043509,20030513,0000950168-03-001726
3893,1043509,20030814,0001193125-03-037247
3894,1043604,20030508,0000891618-03-002359
3895,1043604,20030807,0000891618-03-004166
3896,1043604,20031114,0000891618-03-005937
3897,1043961,20030513,0001047469-03-018215
3898,1043961,20030812,0001047469-03-027214
3899,1043961,20031114,0001047469-03-037319
3900,1044777,20030514,0000950137-03-002892
3901,1044777,20030814,0000950137-03-004360
3902,1044777,20031113,0001005150-03-001743
3903,1045450,20030515,0000950134-03-008067
3904,1045609,20030514,0000950149-03-001136
3905,1045609,20030813,0000950149-03-001915
3906,1045609,20031114,0000950149-03-002718
3907,1045810,20030522,0001012870-03-002787
3908,1045810,20030909,0001193125-03-047111
3909,1046025,20030509,0000898430-03-002845
3910,1046025,20031110,0001193125-03-076308
3911,1046050,20030214,0000939057-03-000034
3912,1046050,20030814,0000939057-03-000228
3913,1046257,20030513,0000950137-03-002869
3914,1046257,20030812,0000950137-03-004224
3915,1046257,20031112,0000950134-03-014829
3916,1046311,20030514,0000928385-03-001568
3917,1046311,20030814,0001193125-03-037600
3918,1046311,20031112,0001193125-03-078534
3919,1046327,20030505,0000891020-03-001419
3920,1046327,20030814,0000891020-03-002171
3921,1046327,20031114,0000891020-03-002749
3922,1046568,20030513,0001047469-03-018126
3923,1046568,20030813,0001047469-03-027418
3924,1046568,20031113,0001047469-03-037166
3925,1047127,20030509,0000893220-03-000862
3926,1047127,20030814,0000893220-03-001449
3927,1047335,20030514,0001047335-03-000030
3928,1047335,20030814,0001047335-03-000036
3929,1047335,20031112,0001047335-03-000051
3930,1048268,20030130,0000950129-03-000399
3931,1048268,20030430,0001096906-03-000216
3932,1048268,20030805,0001096906-03-000426
3933,1048286,20030502,0000928385-03-001435
3934,1048477,20030515,0001193125-03-005303
3935,1048695,20030213,0000891020-03-000461
3936,1048695,20030515,0000891020-03-001615
3937,1048695,20030813,0000891020-03-002161
3938,1048911,20030113,0001047469-03-001173
3939,1048911,20030919,0001047469-03-031098
3940,1048911,20031219,0001104659-03-028983
3941,1049502,20030508,0000950135-03-002920
3942,1049502,20030813,0000950135-03-004356
3943,1049521,20030214,0000927016-03-000714
3944,1049521,20031107,0001193125-03-075181
3945,1049606,20030508,0001049606-03-000007
3946,1049782,20030508,0001104659-03-008615
3947,1049782,20030812,0001104659-03-017670
3948,1050377,20030514,0000927016-03-002668
3949,1050377,20030813,0000910647-03-000299
3950,1050377,20031120,0001193125-03-084358
3951,1050441,20030513,0001005150-03-000899
3952,1050441,20030813,0001005150-03-001303
3953,1050441,20031114,0001005150-03-001770
3954,1050446,20030513,0000916641-03-001485
3955,1050446,20030813,0001193125-03-034761
3956,1050446,20031112,0001193125-03-077368
3957,1050606,20030514,0001050606-03-000020
3958,1050606,20031106,0001050606-03-000049
3959,1050743,20030513,0000914317-03-001477
3960,1050743,20031112,0000914317-03-003381
3961,1050797,20030509,0001032210-03-000792
3962,1050797,20030808,0001193125-03-031773
3963,1050797,20031107,0001193125-03-075136
3964,1050825,20030106,0000950131-03-000029
3965,1050825,20030714,0000950124-03-002298
3966,1050915,20030515,0000950129-03-002790
3967,1050915,20030814,0000950129-03-004232
3968,1050915,20031114,0000950129-03-005638
3969,1051470,20030513,0001193125-03-004755
3970,1051470,20030812,0001193125-03-034368
3971,1051470,20031112,0001193125-03-078277
3972,1051512,20030514,0001051512-03-000014
3973,1051512,20031112,0001051512-03-000042
3974,1051627,20030509,0000891618-03-002376
3975,1051627,20030812,0000891618-03-004295
3976,1051627,20031113,0000891618-03-005926
3977,1052054,20030508,0001104659-03-008678
3978,1052054,20030812,0001104659-03-017685
3979,1052054,20031112,0001104659-03-025744
3980,1052752,20030514,0000950137-03-002914
3981,1052752,20030813,0000950137-03-004247
3982,1053352,20030515,0001053352-03-000016
3983,1053352,20030814,0001053352-03-000035
3984,1053352,20031114,0001053352-03-000056
3985,1053369,20030214,0001161044-03-000020
3986,1053369,20030814,0001019056-03-000795
3987,1053369,20031112,0001019056-03-001249
3988,1053507,20030512,0000927016-03-002557
3989,1053507,20030814,0001193125-03-037631
3990,1053507,20031114,0001193125-03-081690
3991,1053584,20030514,0000926044-03-000156
3992,1053584,20030814,0000926044-03-000251
3993,1053584,20031114,0000926044-03-000399
3994,1053706,20030407,0000950135-03-002286
3995,1053706,20031017,0001047469-03-033586
3996,1054102,20030515,0001169232-03-003769
3997,1054102,20031106,0001169232-03-006380
3998,1054721,20030508,0000891020-03-001464
3999,1054721,20030814,0000891020-03-002187
4000,1054721,20031114,0000891020-03-002742
4001,1054905,20030509,0000950109-03-002916
4002,1054905,20030811,0001193125-03-032690
4003,1054905,20031114,0001193125-03-080890
4004,1055160,20030423,0001193805-03-000302
4005,1055160,20030729,0001193805-03-000600
4006,1055160,20031029,0001193805-03-001011
4007,1055726,20030520,0001104659-03-010868
4008,1055726,20031112,0001104659-03-025679
4009,1056285,20030617,0000950144-03-007823
4010,1056285,20030915,0000950144-03-010814
4011,1056285,20031216,0000950144-03-013740
4012,1056288,20030515,0000950132-03-000120
4013,1056288,20030814,0001193125-03-037302
4014,1056358,20030515,0001193125-03-005399
4015,1056358,20030814,0001193125-03-037670
4016,1056358,20031114,0001193125-03-081338
4017,1056696,20030515,0000950144-03-006912
4018,1056696,20030814,0000950144-03-010037
4019,1056696,20031114,0000950144-03-012986
4020,1056943,20030514,0001056943-03-000015
4021,1056943,20030814,0001056943-03-000045
4022,1056943,20031114,0001056943-03-000075
4023,1057060,20030214,0000950153-03-000305
4024,1057060,20030515,0000950153-03-001073
4025,1057060,20030814,0000950153-03-001612
4026,1057083,20030508,0000950137-03-002720
4027,1057083,20030814,0000950137-03-004351
4028,1057352,20030514,0000950133-03-001835
4029,1057352,20030814,0000950133-03-002908
4030,1057352,20031113,0000950133-03-003862
4031,1057379,20030516,0001021408-03-007999
4032,1057379,20030815,0001193125-03-038626
4033,1057379,20031114,0001193125-03-081393
4034,1057706,20030515,0000950144-03-006991
4035,1057706,20030814,0000950144-03-010056
4036,1057706,20031114,0000950144-03-012941
4037,1058290,20030514,0000903100-03-000118
4038,1058290,20030813,0000903100-03-000261
4039,1058290,20031112,0000903100-03-000375
4040,1058623,20030515,0000950144-03-006854
4041,1058623,20030814,0000950144-03-009972
4042,1058623,20031114,0000950144-03-012882
4043,1058811,20030514,0000891618-03-002536
4044,1058811,20030814,0000891618-03-004419
4045,1058811,20031114,0000891618-03-005993
4046,1058867,20030515,0001169232-03-003757
4047,1058867,20030814,0001169232-03-005228
4048,1058867,20031114,0001169232-03-006663
4049,1059142,20030512,0001059142-03-000008
4050,1059142,20030811,0001059142-03-000010
4051,1059262,20030509,0001104659-03-008718
4052,1059262,20030807,0001104659-03-017027
4053,1059262,20031105,0001104659-03-024786
4054,1059556,20030515,0000950123-03-006096
4055,1059556,20030814,0000950123-03-009454
4056,1059556,20031112,0000950123-03-012516
4057,1059784,20030320,0000950116-03-001965
4058,1059784,20031215,0000950116-03-004855
4059,1060219,20030514,0000914317-03-001497
4060,1060219,20031113,0000914317-03-003418
4061,1060349,20030515,0001072613-03-000839
4062,1060349,20030814,0001072613-03-001409
4063,1060349,20031114,0001072613-03-001835
4064,1060391,20030514,0000950144-03-006744
4065,1060391,20031113,0000950144-03-012816
4066,1060736,20030509,0000898430-03-002827
4067,1060736,20030812,0001193125-03-034136
4068,1060736,20031112,0001193125-03-078611
4069,1060822,20031117,0001104659-03-026873
4070,1061069,20030514,0000950132-03-000115
4071,1061069,20030814,0001193125-03-036885
4072,1061069,20031114,0001193125-03-081628
4073,1061219,20030513,0001061219-03-000011
4074,1061630,20030515,0001116679-03-001433
4075,1061630,20030814,0001116679-03-001944
4076,1062128,20030515,0001125282-03-003469
4077,1062231,20030512,0000950124-03-001657
4078,1062231,20031104,0000950124-03-003431
4079,1062822,20030509,0000950129-03-002588
4080,1062822,20031106,0000950129-03-005407
4081,1063344,20030514,0001015402-03-001819
4082,1063344,20030813,0001015402-03-003238
4083,1063344,20031113,0001015402-03-004461
4084,1063537,20031119,0001015402-03-004742
4085,1063761,20030509,0001047469-03-017759
4086,1063761,20031113,0001047469-03-037264
4087,1064728,20030513,0000950134-03-007757
4088,1064728,20030814,0000950134-03-011777
4089,1064728,20031113,0000950134-03-015228
4090,1065059,20030502,0000950133-03-001640
4091,1065059,20030801,0000950133-03-002618
4092,1065059,20031105,0000950133-03-003680
4093,1065088,20030515,0000891618-03-002565
4094,1065088,20031112,0000891618-03-005864
4095,1065280,20030514,0001012870-03-002583
4096,1065280,20031031,0001193125-03-070952
4097,1065696,20031112,0001104659-03-025845
4098,1065837,20030515,0000950148-03-001290
4099,1065837,20030814,0000950148-03-002035
4100,1065837,20031114,0000950148-03-002725
4101,1066194,20030214,0001012870-03-000760
4102,1066194,20030515,0001012870-03-002631
4103,1066194,20031114,0001193125-03-081751
4104,1066605,20030515,0000950131-03-002920
4105,1066605,20030814,0001193125-03-037340
4106,1067294,20030317,0001067294-03-000008
4107,1067294,20031205,0001067294-03-000076
4108,1067837,20030514,0001047469-03-018431
4109,1067837,20031112,0001104659-03-025782
4110,1067983,20030512,0000950150-03-000563
4111,1067983,20030811,0000950150-03-000865
4112,1067983,20031110,0000950150-03-001248
4113,1068851,20030514,0001193125-03-005169
4114,1068851,20030814,0001193125-03-037785
4115,1068851,20031114,0001193125-03-082109
4116,1068875,20030515,0000898430-03-003052
4117,1068875,20030814,0001193125-03-037539
4118,1069157,20030509,0001047469-03-017773
4119,1069157,20030814,0001047469-03-027488
4120,1069202,20030513,0000950134-03-007732
4121,1069202,20030813,0000950134-03-011593
4122,1069202,20031113,0000950134-03-015150
4123,1069258,20030509,0000898430-03-002846
4124,1069258,20030808,0001193125-03-031885
4125,1069530,20030505,0000891618-03-002275
4126,1069530,20031031,0001193125-03-070775
4127,1069533,20030214,0000916641-03-000266
4128,1069533,20030515,0000906504-03-000008
4129,1069533,20030814,0000906504-03-000029
4130,1069878,20030513,0000928385-03-001548
4131,1069878,20031107,0001193125-03-074862
4132,1069899,20030214,0000891092-03-000224
4133,1069899,20031114,0000891092-03-003354
4134,1069996,20030515,0001116502-03-000906
4135,1069996,20030814,0001116502-03-001522
4136,1069996,20031114,0001116502-03-002177
4137,1070296,20030515,0000928385-03-001617
4138,1070296,20030814,0001193125-03-037177
4139,1070296,20031114,0001193125-03-081799
4140,1070412,20030509,0000927016-03-002505
4141,1070412,20030813,0001193125-03-035216
4142,1070412,20031119,0001193125-03-083897
4143,1070423,20030502,0001193125-03-003249
4144,1070423,20030811,0001193125-03-033153
4145,1070524,20030214,0001070524-03-000003
4146,1070750,20030512,0000928385-03-001539
4147,1070985,20030514,0000950144-03-006702
4148,1070985,20030812,0000950144-03-009716
4149,1070985,20031113,0000950144-03-012806
4150,1071255,20030514,0000950134-03-007907
4151,1071255,20030813,0000950134-03-011483
4152,1071255,20031112,0000950134-03-014948
4153,1071739,20030430,0000950134-03-006849
4154,1071739,20031027,0000950134-03-014034
4155,1072379,20030514,0000891020-03-001585
4156,1072379,20030814,0000891020-03-002169
4157,1072379,20031114,0000891020-03-002747
4158,1074902,20030430,0001012364-03-000012
4159,1074902,20030805,0001012364-03-000018
4160,1074902,20031103,0001012364-03-000026
4161,1075415,20030501,0001104659-03-007859
4162,1075415,20030731,0001104659-03-016278
4163,1075415,20031110,0001104659-03-025330
4164,1075531,20030515,0001047469-03-018883
4165,1075531,20030814,0001047469-03-027688
4166,1075531,20031114,0001104659-03-026542
4167,1075706,20030514,0001193125-03-005038
4168,1075706,20030814,0001193125-03-037382
4169,1075706,20031113,0001193125-03-079912
4170,1075736,20030214,0001020488-03-000008
4171,1075736,20030515,0001020488-03-000011
4172,1075736,20031113,0001020488-03-000027
4173,1076930,20030512,0000950135-03-002978
4174,1076930,20031107,0000950135-03-005514
4175,1077428,20030514,0000950134-03-007883
4176,1077428,20030814,0000950134-03-011774
4177,1077428,20031114,0000950134-03-015420
4178,1077688,20030414,0000916641-03-001030
4179,1077771,20030515,0000896595-03-000085
4180,1077771,20030814,0000896595-03-000129
4181,1077771,20031114,0000896595-03-000153
4182,1078075,20030207,0001047469-03-004419
4183,1078075,20030808,0001047469-03-026818
4184,1078075,20031107,0001047469-03-036500
4185,1078207,20030515,0001072613-03-000836
4186,1078207,20030814,0001072613-03-001406
4187,1078207,20031114,0001072613-03-001841
4188,1078271,20030211,0001012870-03-000515
4189,1078271,20030512,0001012870-03-002439
4190,1078271,20031110,0001193125-03-075541
4191,1082038,20030508,0001012870-03-002374
4192,1082038,20030808,0001193125-03-031820
4193,1082038,20031113,0001193125-03-079986
4194,1082554,20030512,0000950133-03-001755
4195,1082554,20030811,0000950133-03-002796
4196,1084048,20030509,0001072613-03-000767
4197,1084048,20030813,0001072613-03-001368
4198,1084048,20031114,0001072613-03-001826
4199,1084765,20030107,0001017062-03-000016
4200,1084765,20030408,0001017062-03-000782
4201,1084765,20031014,0001193125-03-061298
4202,1084869,20030212,0001084869-03-000011
4203,1084869,20030513,0001084869-03-000018
4204,1084869,20031112,0001084869-03-000128
4205,1084961,20030509,0001084961-03-000013
4206,1084961,20030813,0001084961-03-000033
4207,1084961,20031112,0001084961-03-000086
4208,1085913,20030514,0001085913-03-000017
4209,1085913,20030814,0001085913-03-000034
4210,1085913,20031113,0001085913-03-000038
4211,1086222,20030515,0000950135-03-003086
4212,1086222,20030814,0000950135-03-004409
4213,1086222,20031113,0000950135-03-005654
4214,1086600,20030509,0000950129-03-002573
4215,1086600,20030811,0000950129-03-004040
4216,1086600,20031110,0000950129-03-005489
4217,1087456,20030515,0000906318-03-000108
4218,1087456,20030813,0000906318-03-000172
4219,1088034,20030514,0001145443-03-000721
4220,1088034,20030814,0001145443-03-001026
4221,1088034,20031114,0001145443-03-001402
4222,1089063,20030613,0000950128-03-000729
4223,1089063,20031209,0000950128-03-001266
4224,1089815,20030513,0001169232-03-003597
4225,1089815,20031113,0001169232-03-006588
4226,1089872,20030512,0001104659-03-008925
4227,1089872,20031031,0001104659-03-024357
4228,1089907,20030509,0001089907-03-000008
4229,1089907,20030813,0001089907-03-000012
4230,1089907,20031112,0001089907-03-000014
4231,1090012,20030513,0000950134-03-007780
4232,1090012,20030813,0000950134-03-011646
4233,1090012,20031113,0000950134-03-015233
4234,1090727,20030515,0001104659-03-010296
4235,1090727,20030814,0001104659-03-018561
